"room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","city"
"Private room",2,1,1,2,35,2,1125,30,94,9,10,10,10,9,9,"barcelona"
"Entire home/apt",4,1,2,2,115,3,1125,39,98,10,10,10,10,10,9,"barcelona"
"Entire home/apt",6,1,1,4,81,2,1125,53,90,9,9,10,10,8,9,"girona"
"Entire home/apt",2,1,1,1,100,3,1125,1,100,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,2,39,1,60,32,96,10,9,10,10,9,9,"sevilla"
"Entire home/apt",5,1,2,3,75,7,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",3,2,2,3,35,6,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",14,3,6,9,307,5,1125,2,80,9,8,8,8,9,9,"mallorca"
"Entire home/apt",4,1,2,2,119,2,1125,99,96,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,1,1,2,85,3,1125,2,80,6,10,10,9,5,8,"madrid"
"Entire home/apt",5,1,2,3,49,2,1125,8,98,10,9,10,10,9,9,"malaga"
"Entire home/apt",3,1,1,1,50,3,1125,15,91,9,10,9,10,10,9,"madrid"
"Private room",2,1,1,1,30,2,8,16,95,10,10,10,10,9,9,"sevilla"
"Entire home/apt",9,3,4,7,425,7,1125,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",6,1,2,4,122,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,0,2,50,2,1125,32,98,10,10,10,10,10,10,"malaga"
"Entire home/apt",4,1,1,0,85,3,1125,118,93,10,10,10,10,10,9,"barcelona"
"Private room",2,2,1,1,29,2,4,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,95,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,2,2,107,2,1125,88,96,10,10,10,10,10,9,"madrid"
"Private room",1,1,1,1,55,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,160,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,52,1,8,86,91,10,9,9,10,10,9,"barcelona"
"Entire home/apt",6,1,3,4,135,3,1125,9,83,10,9,9,9,9,8,"girona"
"Entire home/apt",15,5,6,9,250,5,365,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,95,3,15,13,98,10,10,10,10,9,10,"madrid"
"Entire home/apt",8,1,4,4,100,5,1125,4,75,8,10,10,9,7,8,"valencia"
"Entire home/apt",2,1,1,1,25,1,1125,120,92,9,9,9,9,9,9,"barcelona"
"Entire home/apt",5,1,2,3,165,2,31,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,5,87,7,60,8,100,10,10,10,10,10,10,"mallorca"
"Private room",1,1,1,1,60,4,1125,27,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,2,4,74,2,1125,2,100,10,10,10,10,10,7,"sevilla"
"Entire home/apt",4,1,1,2,65,3,1125,2,80,10,9,10,10,10,9,"girona"
"Entire home/apt",12,4,6,10,242,7,90,44,100,10,10,10,10,9,10,"mallorca"
"Entire home/apt",3,1,1,2,40,1,1125,218,88,9,9,9,9,10,9,"malaga"
"Private room",2,2,1,1,41,2,30,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,3,5,10,280,1,1125,10,100,10,9,10,10,10,10,"mallorca"
"Entire home/apt",4,1,2,2,50,3,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,2,24,32,300,4,85,9,8,10,8,10,8,"barcelona"
"Private room",2,1,1,2,25,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,4,55,4,60,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",6,2,3,6,180,6,60,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,1,1,55,4,1125,45,94,10,10,10,10,9,9,"malaga"
"Private room",2,1,1,1,16,1,4,1,100,10,10,10,10,8,8,"madrid"
"Entire home/apt",2,1,1,1,100,8,1000,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",7,1,3,4,60,2,1125,5,92,10,9,9,9,8,8,"malaga"
"Entire home/apt",2,1,0,1,50,5,365,24,96,9,10,10,10,10,9,"madrid"
"Private room",4,1,1,1,120,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,4,49,1,1125,1,80,8,10,10,10,8,8,"madrid"
"Entire home/apt",4,1,2,4,70,7,1125,6,90,10,9,10,10,10,9,"girona"
"Private room",2,1,1,2,9,1,1125,44,75,8,8,8,9,10,8,"barcelona"
"Entire home/apt",4,1,2,3,90,2,1125,15,96,10,10,9,10,9,10,"madrid"
"Entire home/apt",3,1,1,2,58,2,30,13,94,10,10,10,10,10,10,"girona"
"Private room",2,1,1,1,200,1,1125,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",4,0,2,0,115,1,1125,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",5,1,2,3,201,1,365,0,92,9,9,10,10,10,9,"barcelona"
"Shared room",1,2,1,1,25,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,2,1,2,40,1,1125,50,81,8,9,9,9,9,9,"sevilla"
"Entire home/apt",6,2,3,5,186,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,2,52,1,1125,10,74,8,7,9,8,9,8,"madrid"
"Entire home/apt",8,4,4,8,261,6,1125,3,80,9,10,8,8,10,9,"mallorca"
"Entire home/apt",2,1,0,1,85,30,90,9,96,10,8,10,10,10,9,"barcelona"
"Entire home/apt",4,0,1,2,42,2,1125,37,82,9,8,9,10,8,8,"girona"
"Entire home/apt",6,2,3,6,222,2,365,1,80,10,10,10,10,10,8,"girona"
"Entire home/apt",8,3,4,7,286,3,1125,18,96,10,10,9,9,10,9,"sevilla"
"Shared room",3,1,1,3,70,2,1125,4,90,10,10,10,9,10,9,"mallorca"
"Entire home/apt",4,1,1,2,150,14,60,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",5,2,2,5,54,30,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,30,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,1,60,3,1125,62,85,9,9,9,9,10,8,"barcelona"
"Entire home/apt",4,1,2,2,85,2,1125,241,96,10,10,10,9,9,9,"madrid"
"Entire home/apt",7,2,4,7,110,2,31,3,93,9,10,9,9,10,9,"malaga"
"Entire home/apt",2,3,1,1,120,7,1125,7,91,10,8,10,9,10,9,"barcelona"
"Entire home/apt",8,3,4,5,136,7,1125,1,60,6,4,6,6,8,4,"girona"
"Entire home/apt",8,3,4,6,175,1,1125,1,100,10,8,10,10,10,8,"girona"
"Entire home/apt",10,4,5,8,603,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,2,68,2,90,107,97,9,10,10,10,9,10,"valencia"
"Entire home/apt",3,1,1,2,96,5,10,26,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,2,2,4,75,3,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",2,1,1,1,150,3,1125,3,93,9,9,9,9,10,9,"girona"
"Private room",3,1,1,2,35,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,1,1,2,100,1,5,0,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,1,55,4,31,36,97,10,10,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,95,1,1125,3,100,10,9,10,10,10,9,"girona"
"Private room",1,1,1,1,45,7,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,35,2,1125,85,81,9,8,9,9,10,9,"barcelona"
"Entire home/apt",6,2,3,4,79,4,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",5,2,2,5,134,3,1125,15,96,10,9,10,10,10,10,"girona"
"Entire home/apt",4,1,2,2,900,30,1125,6,97,10,9,10,10,10,9,"barcelona"
"Entire home/apt",8,3,4,7,236,1,365,0,92,9,9,10,10,10,9,"menorca"
"Entire home/apt",10,3,4,7,278,1,1125,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",4,1,2,4,102,4,60,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,1,1,50,7,1125,1,92,9,9,10,10,10,9,"madrid"
"Private room",2,1,1,0,66,30,1125,3,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,2,37,1,1125,272,92,9,9,10,10,10,9,"madrid"
"Private room",1,1,1,1,150,1,3,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,108,7,1125,1,100,10,10,10,10,10,8,"mallorca"
"Entire home/apt",7,1,3,5,194,1,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,2,3,6,149,6,30,18,93,9,9,10,10,9,9,"barcelona"
"Private room",1,1,1,1,20,1,1125,39,95,9,10,10,10,9,9,"barcelona"
"Entire home/apt",4,2,2,3,106,1,1125,0,92,9,9,10,10,10,9,"malaga"
"Private room",2,2,1,1,70,2,1125,9,88,10,10,9,10,9,9,"barcelona"
"Private room",2,1,1,1,60,1,1125,21,99,10,10,10,10,10,10,"barcelona"
"Private room",4,1,2,2,110,2,7,6,97,10,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,50,2,60,157,93,10,10,10,10,10,10,"sevilla"
"Entire home/apt",9,3,4,9,145,6,1125,3,93,9,10,9,9,8,9,"mallorca"
"Entire home/apt",4,1,2,2,263,2,59,16,94,9,9,9,10,10,10,"sevilla"
"Private room",2,1,1,2,25,1,1125,7,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",3,1,1,1,54,2,1125,139,97,10,10,10,10,10,10,"madrid"
"Private room",1,1,1,1,20,2,7,0,92,9,9,10,10,10,9,"barcelona"
"Private room",4,1,1,2,291,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",10,4,6,8,550,7,60,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",5,2,3,5,100,3,1125,36,96,10,10,10,10,9,9,"barcelona"
"Private room",1,1,1,1,90,2,61,0,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",6,3,3,3,70,3,30,3,100,10,10,10,10,10,10,"valencia"
"Private room",2,2,3,1,100,3,1125,3,100,9,9,10,10,10,10,"barcelona"
"Entire home/apt",8,3,3,4,250,2,90,91,91,9,10,10,10,10,9,"barcelona"
"Entire home/apt",6,1,3,4,271,6,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",4,2,1,2,35,2,1125,3,80,9,7,10,10,9,8,"barcelona"
"Entire home/apt",6,3,4,5,232,4,300,14,100,10,10,10,10,10,9,"girona"
"Entire home/apt",6,2,3,4,141,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,45,3,1125,44,97,10,10,10,10,10,10,"barcelona"
"Private room",1,2,1,1,40,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Private room",1,1,1,1,24,1,3,30,91,10,9,10,10,10,9,"madrid"
"Private room",1,1,1,1,52,2,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,62,7,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,20,1,7,11,93,10,9,10,10,10,9,"valencia"
"Entire home/apt",7,3,4,7,105,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,51,2,1125,65,94,10,9,10,10,10,9,"malaga"
"Entire home/apt",4,1,1,1,66,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",3,1,1,1,69,4,1125,1,80,4,8,4,4,10,6,"mallorca"
"Entire home/apt",6,2,3,5,115,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,2,1,1,50,31,31,1,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,1,105,2,365,21,78,8,8,9,9,10,8,"valencia"
"Entire home/apt",6,2,2,3,120,2,1125,32,99,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,3,60,1,1125,17,93,10,10,10,10,9,10,"valencia"
"Entire home/apt",5,1,2,4,800,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",8,2,3,5,200,3,60,33,95,10,10,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,320,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,2,29,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,2,2,120,4,1125,9,96,10,10,10,10,9,9,"barcelona"
"Private room",2,1,1,1,55,2,6,47,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,1,0,1,90,1,1125,4,100,10,10,10,10,10,10,"sevilla"
"Entire home/apt",6,2,3,4,110,7,1125,2,100,10,6,6,10,8,10,"girona"
"Entire home/apt",4,1,1,2,102,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",1,1,1,1,35,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",1,1,1,1,33,1,1125,113,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",4,1,1,2,82,1,1125,70,83,9,9,8,8,9,8,"barcelona"
"Private room",1,1,1,1,28,1,1125,44,90,9,9,9,10,9,9,"barcelona"
"Entire home/apt",2,1,1,1,50,3,1125,82,94,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,5,62,1,1125,1,100,10,10,10,10,6,8,"girona"
"Entire home/apt",6,2,3,6,200,1,1125,13,97,10,10,10,10,10,10,"barcelona"
"Private room",3,2,1,3,21,1,1125,59,82,9,8,9,9,10,8,"barcelona"
"Entire home/apt",9,1,3,5,200,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",2,1,1,2,130,2,1125,58,99,10,10,10,10,10,10,"madrid"
"Private room",2,2,1,1,32,1,1125,16,94,9,10,10,10,10,9,"madrid"
"Private room",2,1,1,1,21,1,1125,1,80,10,10,10,10,10,10,"madrid"
"Entire home/apt",12,6,6,12,535,7,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,2,2,2,140,2,1125,42,90,10,9,9,9,10,9,"sevilla"
"Private room",2,2,1,2,35,2,1125,50,96,10,10,9,10,9,10,"girona"
"Entire home/apt",2,1,1,1,90,2,1125,15,88,9,9,9,10,9,8,"madrid"
"Entire home/apt",8,3,3,8,200,4,1125,14,80,9,8,9,9,9,8,"menorca"
"Private room",5,1,1,2,26,1,1125,49,78,9,8,9,10,10,8,"malaga"
"Entire home/apt",4,1,0,3,80,3,1125,1,100,10,10,10,10,10,10,"madrid"
"Entire home/apt",5,2,3,3,159,7,1125,4,85,9,9,9,9,9,8,"mallorca"
"Private room",1,1,1,1,28,2,1125,38,89,9,9,10,9,9,9,"barcelona"
"Entire home/apt",11,3,5,9,203,1,28,2,90,10,9,10,9,10,9,"mallorca"
"Entire home/apt",4,1,1,2,87,1,1125,0,92,9,9,10,10,10,9,"sevilla"
"Entire home/apt",2,1,1,3,100,4,360,26,98,10,10,10,10,10,10,"mallorca"
"Private room",2,2,1,1,25,1,5,2,100,10,10,10,10,10,10,"valencia"
"Entire home/apt",6,1,2,6,150,5,30,1,100,10,10,10,10,10,8,"girona"
"Entire home/apt",3,1,1,2,65,5,1125,30,91,9,9,9,10,9,9,"madrid"
"Private room",2,1,1,1,55,2,7,39,96,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,4,4,6,760,4,1125,0,92,9,9,10,10,10,9,"menorca"
"Private room",2,2,1,1,25,2,1125,33,95,9,10,10,10,9,10,"madrid"
"Entire home/apt",4,1,1,3,135,4,1124,9,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,1,1,1,350,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,2,2,70,1,7,37,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",12,5,5,7,500,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,48,2,1125,11,85,9,8,10,9,10,9,"malaga"
"Private room",2,1,1,1,30,2,1125,6,70,8,8,9,7,8,7,"barcelona"
"Entire home/apt",6,2,3,6,285,3,730,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,2,1,1,600,1,2,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,3,3,4,140,4,30,2,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",4,1,1,2,60,2,1125,13,89,9,9,9,9,8,9,"girona"
"Private room",2,1,1,1,38,1,32,113,96,10,10,10,10,9,9,"barcelona"
"Entire home/apt",4,1,1,2,70,3,90,35,98,10,10,10,10,10,9,"madrid"
"Entire home/apt",6,4,4,5,90,7,1125,30,92,9,9,9,10,9,10,"mallorca"
"Private room",1,1,1,1,31,1,10,2,90,10,8,10,10,10,10,"barcelona"
"Entire home/apt",6,1,3,4,50,2,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,1,1,1,50,1,1125,4,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,1,1,1,45,1,28,120,98,10,10,10,10,10,10,"girona"
"Entire home/apt",5,1,3,4,40,3,1125,101,84,8,8,10,10,9,8,"barcelona"
"Entire home/apt",10,3,5,7,168,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,2,3,5,71,2,365,14,87,9,10,10,10,9,8,"valencia"
"Entire home/apt",4,1,2,2,80,32,1125,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,2,1,1,60,3,15,9,98,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,2,2,3,74,1,30,12,93,9,9,10,10,9,9,"barcelona"
"Entire home/apt",3,2,2,3,125,4,1125,6,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",8,2,3,6,95,5,90,110,99,10,10,10,10,9,10,"barcelona"
"Entire home/apt",10,4,5,8,190,3,1124,16,98,10,10,10,10,10,10,"madrid"
"Entire home/apt",4,1,2,3,127,1,300,20,82,9,9,9,9,10,8,"barcelona"
"Private room",3,2,1,2,37,1,1125,30,90,9,9,10,9,10,9,"barcelona"
"Entire home/apt",5,1,2,4,65,1,1125,24,85,9,9,9,9,9,9,"barcelona"
"Entire home/apt",2,1,1,1,40,32,180,72,96,10,10,10,10,10,9,"barcelona"
"Private room",2,1,1,2,50,30,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,1,2,58,1,1125,7,97,10,10,10,10,9,10,"malaga"
"Entire home/apt",4,1,1,2,98,2,1125,6,88,10,10,10,9,10,10,"madrid"
"Entire home/apt",8,5,4,4,240,7,730,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,2,100,32,365,2,100,10,10,10,10,10,10,"barcelona"
"Entire home/apt",2,1,1,2,44,5,29,7,94,10,9,10,10,9,9,"girona"
"Entire home/apt",4,2,2,4,120,32,365,0,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,30,3,31,121,89,9,9,10,10,9,9,"barcelona"
"Entire home/apt",4,1,2,2,80,1,30,6,100,10,9,10,10,9,10,"madrid"
"Entire home/apt",6,2,4,6,95,1,1125,48,87,9,9,9,9,9,9,"barcelona"
"Entire home/apt",4,1,2,3,65,3,1124,10,84,10,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,2,54,3,1124,81,96,10,9,10,10,10,9,"valencia"
"Entire home/apt",4,1,2,3,120,4,1125,70,85,9,9,9,10,10,9,"barcelona"
"Entire home/apt",6,4,3,5,173,7,1125,1,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",6,2,2,4,116,1,1125,12,93,10,10,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,3,258,29,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",3,1,1,2,38,2,35,115,89,9,9,9,9,9,9,"sevilla"
"Private room",1,1,1,2,25,2,1125,8,100,10,10,10,10,10,10,"madrid"
"Private room",2,1,0,2,22,2,1125,15,95,9,10,10,10,9,9,"madrid"
"Entire home/apt",4,1,0,1,71,2,365,5,92,9,10,10,10,8,9,"madrid"
"Entire home/apt",4,2,2,2,50,3,1124,181,97,10,10,10,10,10,10,"valencia"
"Entire home/apt",2,1,0,2,59,2,1125,57,87,9,10,10,9,10,9,"girona"
"Entire home/apt",5,1,3,4,200,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,85,1,1125,9,98,10,10,10,10,10,10,"mallorca"
"Entire home/apt",3,1,1,2,55,60,1125,1,100,10,10,10,10,10,10,"sevilla"
"Entire home/apt",9,4,4,7,291,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,2,4,4,160,32,360,1,80,8,8,8,8,8,8,"barcelona"
"Entire home/apt",4,1,2,3,226,1,28,0,92,9,9,10,10,10,9,"mallorca"
"Private room",1,1,1,1,15,1,1124,41,95,10,9,10,10,9,9,"malaga"
"Private room",2,1,1,1,59,4,1125,2,60,6,4,10,8,10,6,"barcelona"
"Entire home/apt",4,1,2,3,109,3,1124,66,96,10,10,10,10,10,9,"barcelona"
"Entire home/apt",6,2,3,6,290,4,1125,4,100,10,10,10,10,10,10,"mallorca"
"Entire home/apt",5,1,2,4,50,5,21,11,100,10,9,10,10,10,9,"menorca"
"Entire home/apt",4,1,0,4,70,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Private room",2,3,1,1,23,3,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",11,2,4,7,110,4,30,25,87,9,8,10,10,9,9,"mallorca"
"Entire home/apt",8,2,4,5,159,7,1125,6,93,9,9,9,10,9,9,"mallorca"
"Entire home/apt",8,3,5,8,670,7,61,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",8,3,4,7,216,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,1,1,38,33,590,10,98,10,9,10,10,9,9,"barcelona"
"Entire home/apt",6,2,4,6,123,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,4,8,221,7,1125,1,100,8,10,8,6,10,10,"mallorca"
"Private room",1,1,1,1,40,2,1125,25,99,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,65,1,10,19,98,10,10,10,10,10,9,"barcelona"
"Private room",2,1,1,1,40,1,1124,3,93,10,10,10,10,9,9,"barcelona"
"Entire home/apt",4,1,2,3,69,1,1124,46,97,10,10,10,10,10,10,"madrid"
"Entire home/apt",6,2,3,5,140,4,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",2,1,0,2,75,3,10,11,100,10,10,10,10,10,10,"madrid"
"Private room",2,1,1,1,90,30,1125,1,80,10,10,10,10,10,10,"barcelona"
"Entire home/apt",8,2,3,8,110,2,1125,1,92,9,9,10,10,10,9,"malaga"
"Entire home/apt",6,2,3,5,1000,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,1,2,4,89,2,89,25,97,10,10,10,10,10,9,"valencia"
"Entire home/apt",8,1,3,5,115,3,1000,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,2,2,3,120,2,1125,3,87,9,9,10,10,10,9,"madrid"
"Entire home/apt",6,2,2,4,100,2,1125,1,100,8,10,8,10,10,8,"girona"
"Entire home/apt",2,1,1,1,189,31,1125,6,80,7,9,8,8,9,7,"barcelona"
"Entire home/apt",6,2,3,6,90,3,1125,101,87,9,9,9,9,9,9,"barcelona"
"Entire home/apt",3,1,0,2,38,1,1124,0,92,9,9,10,10,10,9,"girona"
"Entire home/apt",8,2,3,4,120,1,1125,0,92,9,9,10,10,10,9,"valencia"
"Entire home/apt",6,1,2,6,55,3,1125,23,97,10,10,10,10,10,10,"valencia"
"Entire home/apt",8,4,5,5,208,4,1125,3,80,9,9,10,9,8,9,"girona"
"Entire home/apt",4,1,2,3,79,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",3,2,3,3,120,31,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",6,1,3,4,143,3,1124,175,91,9,9,10,10,9,9,"barcelona"
"Entire home/apt",5,1,4,4,65,1,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,1,2,3,50,1,45,142,96,10,10,10,10,10,9,"girona"
"Private room",3,1,1,1,35,2,7,51,97,10,10,10,10,10,10,"barcelona"
"Private room",2,1,1,1,63,3,30,1,92,9,9,10,10,10,9,"barcelona"
"Private room",2,1,1,1,500,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",6,1,3,4,77,7,1125,1,100,10,10,10,10,10,8,"girona"
"Private room",1,1,1,1,17,2,7,116,97,10,10,10,10,10,10,"barcelona"
"Entire home/apt",6,2,3,5,100,2,29,5,92,10,8,8,10,10,8,"barcelona"
"Entire home/apt",3,1,0,1,62,3,365,4,80,10,10,10,10,10,9,"sevilla"
"Entire home/apt",4,1,2,3,140,3,1125,1,80,8,8,8,8,8,8,"barcelona"
"Entire home/apt",9,6,5,10,290,4,1125,31,99,10,10,10,10,10,10,"mallorca"
"Entire home/apt",2,1,1,2,135,3,1125,11,100,10,10,9,9,10,10,"mallorca"
"Entire home/apt",2,1,1,2,65,6,1125,42,91,10,9,10,10,9,9,"mallorca"
"Private room",2,1,1,1,30,1,1125,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",5,2,2,2,129,4,1125,3,80,9,9,9,5,9,9,"mallorca"
"Entire home/apt",6,3,3,4,400,1,1125,3,100,10,9,10,10,10,9,"barcelona"
"Entire home/apt",6,2,4,5,100,5,1124,1,100,10,8,10,10,10,8,"girona"
"Entire home/apt",5,2,3,5,135,1,30,2,90,10,10,10,10,10,10,"valencia"
"Private room",1,1,1,1,45,2,1125,5,92,10,9,10,10,10,10,"madrid"
"Entire home/apt",8,2,3,5,102,1,365,0,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",3,1,1,2,75,2,365,95,94,10,10,10,10,10,10,"madrid"
"Entire home/apt",2,1,0,1,50,2,1125,6,80,10,8,10,10,10,8,"madrid"
"Entire home/apt",4,1,2,3,45,4,15,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,27,5,730,8,97,10,10,9,10,9,10,"barcelona"
"Private room",2,1,1,1,40,2,1125,4,100,9,9,10,10,10,10,"madrid"
"Entire home/apt",4,1,1,2,112,4,1124,92,96,10,10,10,10,10,9,"barcelona"
"Entire home/apt",4,1,2,3,85,7,1125,2,90,10,9,10,10,10,7,"girona"
"Entire home/apt",8,2,3,5,177,2,29,40,93,10,10,10,10,10,9,"madrid"
"Entire home/apt",2,1,1,1,40,4,15,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",4,1,1,3,42,1,1125,0,92,9,9,10,10,10,9,"girona"
"Private room",2,1,1,1,55,1,1125,46,91,10,9,10,9,10,9,"mallorca"
"Entire home/apt",14,7,7,10,402,1,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,2,60,32,365,1,92,9,9,10,10,10,9,"barcelona"
"Entire home/apt",8,2,4,6,126,1,1125,2,90,10,8,10,10,8,8,"mallorca"
"Entire home/apt",4,1,1,2,88,1,1125,1,100,10,10,10,10,10,10,"girona"
"Entire home/apt",6,2,3,5,232,30,1125,1,100,10,10,10,10,10,8,"madrid"
"Entire home/apt",4,2,2,2,123,30,1125,0,92,9,9,10,10,10,9,"madrid"
"Entire home/apt",4,2,2,4,216,5,1125,0,92,9,9,10,10,10,9,"mallorca"
"Entire home/apt",4,1,2,2,125,2,7,7,94,10,10,9,10,9,9,"barcelona"
